candidate_phrase,normalized_phrase,query,occurrence_count,source_count,evidence_id,source_id,source_title,author,page_number,heading,matched_raw_terms,matched_registered_terms,proximity_reason,first_seen_at,status
on the holy spirit,on the holy spirit,procession of the spirit,1,1,NPNF2_07_EVID_00654_BODY_01,NPNF2_07,"NPNF2-07. Cyril of Jerusalem, Gregory Nazianzen",Gregory Nazianzen,654,The Fifth Theological Oration. On the Holy Spirit.,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
on the holy spirit select,on the holy spirit select,procession of the spirit,1,1,NPNF2_07_EVID_00654_BODY_01,NPNF2_07,"NPNF2-07. Cyril of Jerusalem, Gregory Nazianzen",Gregory Nazianzen,654,The Fifth Theological Oration. On the Holy Spirit.,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
other procession,other procession,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00487_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,487,Article. 3 - Whether any other procession exists in God besides that of the Word?,procession,,,2026-09-04T17:19:48.899911+00:00,pending
other procession exists,other procession exists,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00487_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,487,Article. 3 - Whether any other procession exists in God besides that of the Word?,procession,,,2026-09-04T17:19:48.899911+00:00,pending
other procession exists in,other procession exists in,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00487_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,487,Article. 3 - Whether any other procession exists in God besides that of the Word?,procession,,,2026-09-04T17:19:48.899911+00:00,pending
other procession exists in god,other procession exists in god,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00487_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,487,Article. 3 - Whether any other procession exists in God besides that of the Word?,procession,,,2026-09-04T17:19:48.899911+00:00,pending
procession exists,procession exists,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00487_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,487,Article. 3 - Whether any other procession exists in God besides that of the Word?,procession,,,2026-09-04T17:19:48.899911+00:00,pending
procession exists in,procession exists in,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00487_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,487,Article. 3 - Whether any other procession exists in God besides that of the Word?,procession,,,2026-09-04T17:19:48.899911+00:00,pending
procession exists in god,procession exists in god,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00487_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,487,Article. 3 - Whether any other procession exists in God besides that of the Word?,procession,,,2026-09-04T17:19:48.899911+00:00,pending
procession in,procession in,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00482_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,482,Question. 27 - The Procession of the Divine Persons (Five Articles),procession,,,2026-09-04T17:19:48.899911+00:00,pending
procession of love,procession of love,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00489_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,489,Article. 4 - Whether the procession of love in God is generation?,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
procession of love in,procession of love in,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00489_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,489,Article. 4 - Whether the procession of love in God is generation?,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
procession of sorrow,procession of sorrow,procession of the spirit,1,1,CHARLES_HADDON_SPURGEON_SERMONS09_EVID_00131_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS09,Spurgeon's Sermons Volume 09: 1863,Charles Haddon Spurgeon,131,Sermon 497. The Procession of Sorrow,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
procession of sorrow sermon,procession of sorrow sermon,procession of the spirit,1,1,CHARLES_HADDON_SPURGEON_SERMONS09_EVID_00131_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS09,Spurgeon's Sermons Volume 09: 1863,Charles Haddon Spurgeon,131,Sermon 497. The Procession of Sorrow,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
procession of the divine,procession of the divine,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00482_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,482,Question. 27 - The Procession of the Divine Persons (Five Articles),procession,,,2026-09-04T17:19:48.899911+00:00,pending
processions in,processions in,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00491_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,491,Article. 5 - Whether there are more than two processions in God?,procession,,,2026-09-04T17:19:48.899911+00:00,pending
processions in god,processions in god,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00491_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,491,Article. 5 - Whether there are more than two processions in God?,procession,,,2026-09-04T17:19:48.899911+00:00,pending
question 27 the procession,question 27 the procession,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00482_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,482,Question. 27 - The Procession of the Divine Persons (Five Articles),procession,,,2026-09-04T17:19:48.899911+00:00,pending
question 27 the procession of,question 27 the procession of,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00482_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,482,Question. 27 - The Procession of the Divine Persons (Five Articles),procession,,,2026-09-04T17:19:48.899911+00:00,pending
sermon 497 the procession,sermon 497 the procession,procession of the spirit,1,1,CHARLES_HADDON_SPURGEON_SERMONS09_EVID_00131_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS09,Spurgeon's Sermons Volume 09: 1863,Charles Haddon Spurgeon,131,Sermon 497. The Procession of Sorrow,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
sermon 497 the procession of,sermon 497 the procession of,procession of the spirit,1,1,CHARLES_HADDON_SPURGEON_SERMONS09_EVID_00131_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS09,Spurgeon's Sermons Volume 09: 1863,Charles Haddon Spurgeon,131,Sermon 497. The Procession of Sorrow,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
spirit and his,spirit and his,procession of the spirit,1,1,JOHN_OWEN_PNEUM_EVID_00048_BODY_01,JOHN_OWEN_PNEUM,Pneumatologia,John Owen,48,Chapter I. General principles concerning the Holy Spirit and his work.,spirit,,,2026-09-04T17:19:48.899911+00:00,pending
spirit doctrinal,spirit doctrinal,procession of the spirit,1,1,NPNF1_03_EVID_00232_BODY_01,NPNF1_03,NPNF1-03. On the Holy Trinity; Doctrinal Treatises; Moral Treatises,Augustine of Hippo,232,The Father and the Son the Only Beginning (Principium) of the Holy Spirit.,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
spirit nicene,spirit nicene,procession of the spirit,1,1,PHILIP_SCHAFF_HCC3_EVID_00582_BODY_01,PHILIP_SCHAFF_HCC3,"History of the Christian Church, Volume III: Nicene and Post-Nicene Christianity. A.D. 311-600",Philip Schaff,582,The Doctrine of the Holy Spirit,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
spirit select,spirit select,procession of the spirit,1,1,NPNF2_07_EVID_00654_BODY_01,NPNF2_07,"NPNF2-07. Cyril of Jerusalem, Gregory Nazianzen",Gregory Nazianzen,654,The Fifth Theological Oration. On the Holy Spirit.,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
spirits can,spirits can,procession of the spirit,1,1,NPNF2_11_EVID_00965_BODY_01,NPNF2_11,"NPNF-211. Sulpitius Severus, Vincent of Lerins, John Cassian",John Cassian,965,Chapter XII. The answer how it is that unclean spirits can lord it over those possessed.,spirit,,,2026-09-04T17:19:48.899911+00:00,pending
spirits can lord,spirits can lord,procession of the spirit,1,1,NPNF2_11_EVID_00965_BODY_01,NPNF2_11,"NPNF-211. Sulpitius Severus, Vincent of Lerins, John Cassian",John Cassian,965,Chapter XII. The answer how it is that unclean spirits can lord it over those possessed.,spirit,,,2026-09-04T17:19:48.899911+00:00,pending
spirits can lord it,spirits can lord it,procession of the spirit,1,1,NPNF2_11_EVID_00965_BODY_01,NPNF2_11,"NPNF-211. Sulpitius Severus, Vincent of Lerins, John Cassian",John Cassian,965,Chapter XII. The answer how it is that unclean spirits can lord it over those possessed.,spirit,,,2026-09-04T17:19:48.899911+00:00,pending
than two processions,than two processions,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00491_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,491,Article. 5 - Whether there are more than two processions in God?,procession,,,2026-09-04T17:19:48.899911+00:00,pending
than two processions in,than two processions in,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00491_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,491,Article. 5 - Whether there are more than two processions in God?,procession,,,2026-09-04T17:19:48.899911+00:00,pending
than two processions in god,than two processions in god,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00491_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,491,Article. 5 - Whether there are more than two processions in God?,procession,,,2026-09-04T17:19:48.899911+00:00,pending
that unclean spirits,that unclean spirits,procession of the spirit,1,1,NPNF2_11_EVID_00965_BODY_01,NPNF2_11,"NPNF-211. Sulpitius Severus, Vincent of Lerins, John Cassian",John Cassian,965,Chapter XII. The answer how it is that unclean spirits can lord it over those possessed.,spirit,,,2026-09-04T17:19:48.899911+00:00,pending
that unclean spirits can,that unclean spirits can,procession of the spirit,1,1,NPNF2_11_EVID_00965_BODY_01,NPNF2_11,"NPNF-211. Sulpitius Severus, Vincent of Lerins, John Cassian",John Cassian,965,Chapter XII. The answer how it is that unclean spirits can lord it over those possessed.,spirit,,,2026-09-04T17:19:48.899911+00:00,pending
the procession of love,the procession of love,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00489_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,489,Article. 4 - Whether the procession of love in God is generation?,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
the procession of love in,the procession of love in,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00489_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,489,Article. 4 - Whether the procession of love in God is generation?,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
the procession of sorrow,the procession of sorrow,procession of the spirit,1,1,CHARLES_HADDON_SPURGEON_SERMONS09_EVID_00131_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS09,Spurgeon's Sermons Volume 09: 1863,Charles Haddon Spurgeon,131,Sermon 497. The Procession of Sorrow,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
the procession of the divine,the procession of the divine,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00482_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,482,Question. 27 - The Procession of the Divine Persons (Five Articles),procession,,,2026-09-04T17:19:48.899911+00:00,pending
two processions,two processions,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00491_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,491,Article. 5 - Whether there are more than two processions in God?,procession,,,2026-09-04T17:19:48.899911+00:00,pending
unclean spirits,unclean spirits,procession of the spirit,1,1,NPNF2_11_EVID_00965_BODY_01,NPNF2_11,"NPNF-211. Sulpitius Severus, Vincent of Lerins, John Cassian",John Cassian,965,Chapter XII. The answer how it is that unclean spirits can lord it over those possessed.,spirit,,,2026-09-04T17:19:48.899911+00:00,pending
whether the procession,whether the procession,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00489_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,489,Article. 4 - Whether the procession of love in God is generation?,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
whether the procession of,whether the procession of,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00489_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,489,Article. 4 - Whether the procession of love in God is generation?,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
whether the procession of love,whether the procession of love,procession of the spirit,1,1,AQUINAS_SUMMA_EVID_00489_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,489,Article. 4 - Whether the procession of love in God is generation?,procession; spirit,,,2026-09-04T17:19:48.899911+00:00,pending
13 the unity of,13 the unity of,relationship between three persons in trinity,1,1,CALVIN_INSTITUTES_EVID_00138_BODY_01,CALVIN_INSTITUTES,The Institutes of the Christian Religion,John Calvin,138,"CHAPTER 13. - THE UNITY OF THE DIVINE ESSENCE IN THREE PERSONS TAUGHT, IN SCRIPTURE, FROM THE FOUNDATION OF THE WORLD.",persons; three; trinity,essence; father; holy spirit; three persons; trinity; unity of god,three~three persons in heading (0); persons~three persons in heading (0); three~three persons in body (0); persons~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
13 the unity of the,13 the unity of the,relationship between three persons in trinity,1,1,CALVIN_INSTITUTES_EVID_00138_BODY_01,CALVIN_INSTITUTES,The Institutes of the Christian Religion,John Calvin,138,"CHAPTER 13. - THE UNITY OF THE DIVINE ESSENCE IN THREE PERSONS TAUGHT, IN SCRIPTURE, FROM THE FOUNDATION OF THE WORLD.",persons; three; trinity,essence; father; holy spirit; three persons; trinity; unity of god,three~three persons in heading (0); persons~three persons in heading (0); three~three persons in body (0); persons~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
and holy ghost,and holy ghost,relationship between three persons in trinity,1,1,AQUINAS_GENTILES_EVID_00609_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,609,"Chapter XXVI. That there are only Three Persons in the Godhead, Father and Son and Holy Ghost",persons; relationship; three; trinity,essence; father; holy ghost; three persons; trinity,three~three persons in heading (0); persons~three persons in heading (0); three~three persons in body (0); three~trinity in body (16),2026-09-04T17:19:48.899911+00:00,pending
are more than three,are more than three,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00514_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,514,Article. 2 - Whether there are more than three persons in God?,persons; three; trinity,father; holy ghost; three persons,three~three persons in heading (0); persons~three persons in heading (0); trinity~three persons in heading (48); three~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
are only three persons,are only three persons,relationship between three persons in trinity,1,1,AQUINAS_GENTILES_EVID_00609_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,609,"Chapter XXVI. That there are only Three Persons in the Godhead, Father and Son and Holy Ghost",persons; relationship; three; trinity,essence; father; holy ghost; three persons; trinity,three~three persons in heading (0); persons~three persons in heading (0); three~three persons in body (0); three~trinity in body (16),2026-09-04T17:19:48.899911+00:00,pending
are only three persons in,are only three persons in,relationship between three persons in trinity,1,1,AQUINAS_GENTILES_EVID_00609_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,609,"Chapter XXVI. That there are only Three Persons in the Godhead, Father and Son and Holy Ghost",persons; relationship; three; trinity,essence; father; holy ghost; three persons; trinity,three~three persons in heading (0); persons~three persons in heading (0); three~three persons in body (0); three~trinity in body (16),2026-09-04T17:19:48.899911+00:00,pending
are three,are three,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00590_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,590,Article. 3 - Whether essential names should be predicated in the singular of the three persons?,persons; three; trinity,deity; essence; father; holy ghost; substance; three persons; trinity,three~three persons in heading (0); three~trinity in heading (49); persons~three persons in heading (0); persons~trinity in heading (37),2026-09-04T17:19:48.899911+00:00,pending
chapter vii the trinity,chapter vii the trinity,relationship between three persons in trinity,1,1,LOUIS_BERKHOF_SUMMARY_EVID_00031_BODY_01,LOUIS_BERKHOF_SUMMARY,Summary of Christian Doctrine,Louis Berkhof,31,Chapter VII: The Trinity,persons; three; trinity,essence; father; holy spirit; only begotten; son of god; spirit of god; three persons; trinity; triune,three~three persons in body (0); three~trinity in body (164); persons~three persons in body (0); persons~trinity in body (8),2026-09-04T17:19:48.899911+00:00,pending
common to the three,common to the three,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00519_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,519,Article. 4 - Whether this term “person” can be common to the three persons?,persons; three; trinity,essence; three persons,three~three persons in heading (0); persons~three persons in heading (0); trinity~three persons in heading (41); three~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
common to the three persons,common to the three persons,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00519_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,519,Article. 4 - Whether this term “person” can be common to the three persons?,persons; three; trinity,essence; three persons,three~three persons in heading (0); persons~three persons in heading (0); trinity~three persons in heading (41); three~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
divine person,divine person,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00563_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,563,Article. 1 - Whether this name “Holy Ghost” is the proper name of one divine person?,persons; three; trinity,father; holy ghost; holy spirit; spirit of god; substance; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); persons~three persons in body (0); persons~trinity in body (142),2026-09-04T17:19:48.899911+00:00,pending
doctrine of god,doctrine of god,relationship between three persons in trinity,1,1,LOUIS_BERKHOF_SUMMARY_EVID_00031_BODY_01,LOUIS_BERKHOF_SUMMARY,Summary of Christian Doctrine,Louis Berkhof,31,Chapter VII: The Trinity,persons; three; trinity,essence; father; holy spirit; only begotten; son of god; spirit of god; three persons; trinity; triune,three~three persons in body (0); three~trinity in body (164); persons~three persons in body (0); persons~trinity in body (8),2026-09-04T17:19:48.899911+00:00,pending
doctrine of god and,doctrine of god and,relationship between three persons in trinity,1,1,LOUIS_BERKHOF_SUMMARY_EVID_00031_BODY_01,LOUIS_BERKHOF_SUMMARY,Summary of Christian Doctrine,Louis Berkhof,31,Chapter VII: The Trinity,persons; three; trinity,essence; father; holy spirit; only begotten; son of god; spirit of god; three persons; trinity; triune,three~three persons in body (0); three~trinity in body (164); persons~three persons in body (0); persons~trinity in body (8),2026-09-04T17:19:48.899911+00:00,pending
doctrine of god and creation,doctrine of god and creation,relationship between three persons in trinity,1,1,LOUIS_BERKHOF_SUMMARY_EVID_00031_BODY_01,LOUIS_BERKHOF_SUMMARY,Summary of Christian Doctrine,Louis Berkhof,31,Chapter VII: The Trinity,persons; three; trinity,essence; father; holy spirit; only begotten; son of god; spirit of god; three persons; trinity; triune,three~three persons in body (0); three~trinity in body (164); persons~three persons in body (0); persons~trinity in body (8),2026-09-04T17:19:48.899911+00:00,pending
doctrine of the trinity,doctrine of the trinity,relationship between three persons in trinity,1,1,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY_EVID_00075_BODY_01,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY,Systematic Theology,Louis Berkhof,75,VIII. The Holy Trinity,persons; three; trinity,deity; essence; father; holy spirit; holy trinity; three persons; trinity; unity of god,three~three persons in body (0); three~trinity in body (165); persons~three persons in body (0); persons~trinity in body (13),2026-09-04T17:19:48.899911+00:00,pending
essence is,essence is,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00586_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,586,Article. 1 - Whether in God the essence is the same as the person?,persons; three; trinity,essence; father; substance; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); persons~three persons in body (0); persons~trinity in body (4),2026-09-04T17:19:48.899911+00:00,pending
essence is the,essence is the,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00586_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,586,Article. 1 - Whether in God the essence is the same as the person?,persons; three; trinity,essence; father; substance; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); persons~three persons in body (0); persons~trinity in body (4),2026-09-04T17:19:48.899911+00:00,pending
essence is the same,essence is the same,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00586_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,586,Article. 1 - Whether in God the essence is the same as the person?,persons; three; trinity,essence; father; substance; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); persons~three persons in body (0); persons~trinity in body (4),2026-09-04T17:19:48.899911+00:00,pending
god the essence,god the essence,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00586_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,586,Article. 1 - Whether in God the essence is the same as the person?,persons; three; trinity,essence; father; substance; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); persons~three persons in body (0); persons~trinity in body (4),2026-09-04T17:19:48.899911+00:00,pending
god the essence is,god the essence is,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00586_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,586,Article. 1 - Whether in God the essence is the same as the person?,persons; three; trinity,essence; father; substance; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); persons~three persons in body (0); persons~trinity in body (4),2026-09-04T17:19:48.899911+00:00,pending
holy ghost is,holy ghost is,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00563_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,563,Article. 1 - Whether this name “Holy Ghost” is the proper name of one divine person?,persons; three; trinity,father; holy ghost; holy spirit; spirit of god; substance; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); persons~three persons in body (0); persons~trinity in body (142),2026-09-04T17:19:48.899911+00:00,pending
holy ghost is the,holy ghost is the,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00563_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,563,Article. 1 - Whether this name “Holy Ghost” is the proper name of one divine person?,persons; three; trinity,father; holy ghost; holy spirit; spirit of god; substance; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); persons~three persons in body (0); persons~trinity in body (142),2026-09-04T17:19:48.899911+00:00,pending
holy trinity part,holy trinity part,relationship between three persons in trinity,1,1,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY_EVID_00081_BODY_01,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY,Systematic Theology,Louis Berkhof,81,VIII. The Holy Trinity,persons; relationship; three; trinity,essence; father; holy spirit; three persons; trinity,relationship~three persons in body (58); relationship~trinity in body (173); three~three persons in body (0); three~trinity in body (110),2026-09-04T17:19:48.899911+00:00,pending
holy trinity part one,holy trinity part one,relationship between three persons in trinity,1,1,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY_EVID_00081_BODY_01,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY,Systematic Theology,Louis Berkhof,81,VIII. The Holy Trinity,persons; relationship; three; trinity,essence; father; holy spirit; three persons; trinity,relationship~three persons in body (58); relationship~trinity in body (173); three~three persons in body (0); three~trinity in body (110),2026-09-04T17:19:48.899911+00:00,pending
in god the essence,in god the essence,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00586_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,586,Article. 1 - Whether in God the essence is the same as the person?,persons; three; trinity,essence; father; substance; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); persons~three persons in body (0); persons~trinity in body (4),2026-09-04T17:19:48.899911+00:00,pending
in god the essence is,in god the essence is,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00586_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,586,Article. 1 - Whether in God the essence is the same as the person?,persons; three; trinity,essence; father; substance; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); persons~three persons in body (0); persons~trinity in body (4),2026-09-04T17:19:48.899911+00:00,pending
in three persons taught,in three persons taught,relationship between three persons in trinity,1,1,CALVIN_INSTITUTES_EVID_00122_BODY_01,CALVIN_INSTITUTES,The Institutes of the Christian Religion,John Calvin,122,"CHAPTER 13. - THE UNITY OF THE DIVINE ESSENCE IN THREE PERSONS TAUGHT, IN SCRIPTURE, FROM THE FOUNDATION OF THE WORLD.",persons; three; trinity,deity; essence; father; holy spirit; holy trinity; son of god; substance; three persons; trinity,three~three persons in heading (0); persons~three persons in heading (0); three~three persons in body (0); three~trinity in body (167),2026-09-04T17:19:48.899911+00:00,pending
in three persons taught in,in three persons taught in,relationship between three persons in trinity,1,1,CALVIN_INSTITUTES_EVID_00122_BODY_01,CALVIN_INSTITUTES,The Institutes of the Christian Religion,John Calvin,122,"CHAPTER 13. - THE UNITY OF THE DIVINE ESSENCE IN THREE PERSONS TAUGHT, IN SCRIPTURE, FROM THE FOUNDATION OF THE WORLD.",persons; three; trinity,deity; essence; father; holy spirit; holy trinity; son of god; substance; three persons; trinity,three~three persons in heading (0); persons~three persons in heading (0); three~three persons in body (0); three~trinity in body (167),2026-09-04T17:19:48.899911+00:00,pending
is trinity,is trinity,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00522_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,522,Article. 1 - Whether there is trinity in God?,persons; three; trinity,deity; essence; father; substance; three persons; trinity,three~three persons in body (0); three~trinity in body (15); persons~three persons in body (0); persons~trinity in body (15),2026-09-04T17:19:48.899911+00:00,pending
is trinity in,is trinity in,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00522_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,522,Article. 1 - Whether there is trinity in God?,persons; three; trinity,deity; essence; father; substance; three persons; trinity,three~three persons in body (0); three~trinity in body (15); persons~three persons in body (0); persons~trinity in body (15),2026-09-04T17:19:48.899911+00:00,pending
is trinity in god,is trinity in god,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00522_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,522,Article. 1 - Whether there is trinity in God?,persons; three; trinity,deity; essence; father; substance; three persons; trinity,three~three persons in body (0); three~trinity in body (15); persons~three persons in body (0); persons~trinity in body (15),2026-09-04T17:19:48.899911+00:00,pending
more than three persons,more than three persons,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00514_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,514,Article. 2 - Whether there are more than three persons in God?,persons; three; trinity,father; holy ghost; three persons,three~three persons in heading (0); persons~three persons in heading (0); trinity~three persons in heading (48); three~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
more than three persons in,more than three persons in,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00514_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,514,Article. 2 - Whether there are more than three persons in God?,persons; three; trinity,father; holy ghost; three persons,three~three persons in heading (0); persons~three persons in heading (0); trinity~three persons in heading (48); three~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
name holy ghost,name holy ghost,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00563_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,563,Article. 1 - Whether this name “Holy Ghost” is the proper name of one divine person?,persons; three; trinity,father; holy ghost; holy spirit; spirit of god; substance; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); persons~three persons in body (0); persons~trinity in body (142),2026-09-04T17:19:48.899911+00:00,pending
